Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
488;18;11;Sven Michel;Deutschland;18;2;1;
489;18;31;Ben Zolinski;Deutschland;15;2;0;
490;18;30;Streli Mamba;Deutschland;14;5;1;
491;18;27;Babacar Guèye;Senegal;3;0;0;
492;18;;Dennis Srbeny;Deutschland;1;1;0;
493;18;;Steffen Baumgart;Deutschland;0;0;0;
494;19;1;Stefan Ortega;Deutschland;18;0;2;
495;19;31;Agoston Kiss;Ungarn;0;0;0;
496;19;40;Philipp Klewin;Deutschland;0;0;0;
497;19;25;Jonathan Clauss;Frankreich;18;2;2;
498;19;8;Florian Hartherz;Deutschland;18;0;2;
499;19;4;Joakim Nilsson;Schweden;16;1;1;
500;19;2;Amos Pieper;Deutschland;15;0;0;
501;19;27;Cédric Brunner;Schweiz;12;0;2;
502;19;11;Stephan Salger;Deutschland;9;0;0;
503;19;3;Brian Behrendt;Österreich;4;0;0;
504;19;24;Alex Perez;Spanien;3;0;0;
505;19;23;Anderson Lucoqui;Deutschland;0;0;0;
506;19;19;Manuel Prietl;Österreich;17;2;1;
507;19;30;Marcel Hartel;Deutschland;17;0;5;
508;19;14;Jóan Edmundsson;Färöer;16;4;1;
509;19;29;Cebio Soukou;Benin;15;1;3;
510;19;10;Reinhold Yabo;Deutschland;11;2;0;
511;19;20;Nils Seufert;Deutschland;6;0;0;
512;19;32;Keanu Staude;Deutschland;5;0;0;
513;19;16;Fabian Kunze;Deutschland;2;0;0;
514;19;38;Jomaine Consbruch;Deutschland;1;0;0;
515;19;7;Patrick Weihrauch;Deutschland;0;0;0;
516;19;21;Andreas Voglsammer;Deutschland;18;9;5;
517;19;9;Fabian Klos;Deutschland;17;13;2;
518;19;18;Nils Quaschner;Deutschland;0;0;0;
519;19;36;Sven Schipplock;Deutschland;0;0;0;
520;19;;Uwe Neuhaus;Deutschland;0;0;0;
521;20;1;Daniel Fernandes;Portugal;18;0;0;
522;20;33;Julian Pollersbeck;Deutschland;1;0;0;
523;20;12;Tom Mickel;Deutschland;0;0;0;
524;20;21;Tim Leibold;Deutschland;18;0;5;
525;20;4;Rick Van Drongelen;Niederlande;16;0;1;
526;20;28;Gideon Jung;Deutschland;15;0;0;
527;20;25;Timo Letschert;Niederlande;9;1;0;
528;20;27;Josha Vagnoman;Deutschland;7;1;0;
529;20;2;Jan Gyamerah;Deutschland;5;0;0;
530;20;5;Ewerton;Brasilien;3;0;0;
531;20;35;Stephan Ambrosius;Deutschland;0;0;0;
532;20;26;Tobias Knost;Deutschland;0;0;0;
533;20;10;Sonny Kittel;Deutschland;18;9;1;
534;20;29;Adrian Fein;Deutschland;18;1;2;
535;20;8;Jeremy Dudziak;Deutschland;17;2;0;
536;20;6;David Kinsombi;Deutschland;15;3;1;
537;20;18;Bakery Jatta;Gambia;15;3;0;
538;20;7;Khaled Narey;Deutschland;13;1;2;
539;20;14;Aaron Hunt;Deutschland;10;3;0;
540;20;13;Christoph Moritz;Deutschland;6;0;1;
541;20;34;Jonas David;Deutschland;1;0;0;
542;20;;Louis Schaub;Österreich;0;0;0;
543;20;16;Lukas Hinterseer;Österreich;16;6;2;
544;20;22;Martin Harnik;Österreich;11;2;2;
545;20;23;Jairo Samperio;Spanien;11;1;0;
546;20;11;Bobby Wood;Unbekannt;6;0;0;
547;20;17;Xavier Amaechi;England;1;0;0;
548;20;;Dieter Hecking;Deutschland;0;0;0;
549;21;1;Gregor Kobel;Schweiz;15;0;0;
550;21;33;Fabian Bredlow;Deutschland;4;0;0;
551;21;13;Jens Grahl;Deutschland;0;0;0;
552;21;15;Pascal Stenzel;Deutschland;18;0;0;
553;21;28;Holger Badstuber;Deutschland;14;2;0;
554;21;4;Marc Kempf;Deutschland;13;1;1;
555;21;24;Borna Sosa;Kroatien;10;1;2;
556;21;;Nathaniel Phillips;England;9;0;1;
557;21;2;Emiliano Insúa;Argentinien;6;0;0;
558;21;17;Maxime Awoudja;Deutschland;2;0;0;
559;21;38;David Grözinger;Deutschland;0;0;0;
560;21;8;Gonzalo Castro;Deutschland;16;0;6;
561;21;20;Philipp Förster;Deutschland;12;3;1;
562;21;10;Daniel Didavi;Deutschland;11;3;3;
563;21;16;Atakan Karazor;Deutschland;11;0;0;
564;21;21;Philipp Klement;Deutschland;10;0;2;
565;21;3;Wataru Endo;Japan;6;0;0;
566;21;31;Mateo Klimowicz;Argentinien;3;0;0;
567;21;30;Roberto Massimo;Deutschland;3;0;0;
568;21;;Darko Churlinov;Mazedonien;0;0;0;
569;21;25;Lilian Egloff;Deutschland;0;0;0;
570;21;36;Luca Mack;Deutschland;0;0;0;
571;21;18;Hamadi Al Ghaddioui;Deutschland;15;5;1;
572;21;14;Silas Wamangituka;Kongo;14;5;1;
573;21;22;Nicolás González;Argentinien;13;5;1;
574;21;27;Mario Gómez;Deutschland;13;2;1;
575;21;7;Tanguy Coulibaly;Frankreich;1;0;0;
576;21;9;Sasa Kalajdzic;Österreich;0;0;0;
577;21;;Tim Walter;Deutschland;0;0;0;
578;22;1;Kevin Müller;Deutschland;17;0;0;
579;22;22;Vitus Eicher;Deutschland;1;0;0;
580;22;39;Kevin Ibrahim;Deutschland;0;0;0;
581;22;40;Diant Ramaj;Kosovo;0;0;0;
582;22;2;Marnon Busch;Deutschland;17;0;0;
583;22;6;Patrick Mainka;Deutschland;16;0;1;
584;22;5;Oliver Hüsing;Deutschland;13;0;0;
585;22;19;Jonas Föhrenbach;Deutschland;10;1;0;
586;22;33;Timo Beermann;Deutschland;10;0;1;
587;22;28;Arne Feick;Deutschland;4;0;0;
588;22;29;Robert Strauß;Deutschland;2;0;0;
589;22;30;Norman Theuerkauf;Deutschland;18;1;1;
590;22;7;Marc Schnatterer;Deutschland;17;2;7;
591;22;36;Niklas Dorsch;Deutschland;17;2;0;
592;22;18;Sebastian Griesbeck;Deutschland;16;2;0;
593;22;27;Konstantin Kerschbaumer;Österreich;11;0;2;
594;22;17;Maurice Multhaup;Deutschland;10;1;0;
595;22;23;Merveille Biankadi;Kongo DR;6;0;0;
596;22;31;Jonas Brändle;Deutschland;0;0;0;
597;22;35;Andrew Owusu;Deutschland;0;0;0;
598;22;16;Kevin Sessa;Deutschland;0;0;0;
599;22;21;Maximilian Thiel;Deutschland;0;0;0;
600;22;13;Robert Leipertz;Deutschland;18;6;1;
601;22;10;Tim Kleindienst;Deutschland;13;7;3;
602;22;26;David Otto;Deutschland;13;1;3;
603;22;9;Stefan Schimmer;Deutschland;11;3;0;
604;22;11;Denis Thomalla;Deutschland;6;1;0;
605;22;;Frank Schmidt;Deutschland;0;0;0;
606;23;1;Martin Männel;Deutschland;18;0;0;
607;23;34;Daniel Haas;Deutschland;0;0;0;
608;23;40;Robert Jendrusch;Deutschland;0;0;0;
609;23;26;Sören Gonther;Deutschland;17;1;0;
610;23;3;Marko Mihojevic;Bosnien-Herzegowina;17;1;0;
611;23;20;Calogero Rizzuto;Deutschland;16;0;1;
612;23;15;Dennis Kempe;Deutschland;10;0;0;
613;23;4;Fabian Kalig;Deutschland;9;0;1;
614;23;36;Filip Kusic;Deutschland;5;0;0;
615;23;21;Malcolm Cacutalua;Deutschland;1;0;0;
616;23;12;Steve Breitkreuz;Deutschland;0;0;0;
617;23;;Jacob Rasmussen;Dänemark;0;0;0;
618;23;8;Tom Baumgart;Deutschland;17;2;1;
619;23;17;Philipp Riese;Deutschland;17;1;2;
620;23;7;Jan Hochscheidt;Deutschland;16;5;2;
621;23;5;Clemens Fandrich;Deutschland;16;0;1;
622;23;13;Louis Samson;Deutschland;6;0;0;
623;23;24;John-Patrick Strauß;Philippinen;5;1;0;
624;23;25;Dominik Wydra;Österreich;4;0;0;
625;23;6;Hikmet Ciftci;Türkei;1;0;0;
626;23;23;Nicolas Sessa;Argentinien;1;0;0;
627;23;16;Erik Majetschak;Deutschland;0;0;0;
628;23;10;Dimitrij Nazarov;Aserbaidschan;18;7;1;
629;23;11;Florian Krüger;Deutschland;16;4;2;
630;23;14;Philipp Zulechner;Österreich;16;0;0;
631;23;37;Pascal Testroet;Deutschland;14;4;3;
632;23;33;Christoph Daferner;Deutschland;10;1;0;
633;23;27;Njegos Kupusovic;Serbien;0;0;0;
634;24;22;Philipp Kühn;Deutschland;15;0;0;
635;24;1;Nils Körber;Deutschland;4;0;0;
636;24;21;Laurenz Beckemeyer;Deutschland;0;0;0;
637;24;32;David Buchholz;Deutschland;0;0;0;
638;24;13;Joost van Aken;Niederlande;15;1;0;
639;24;19;Kevin Wolze;Deutschland;13;2;2;
640;24;7;Bashkim Ajdini;Deutschland;13;1;1;
641;24;27;Felix Agu;Deutschland;13;0;4;
642;24;17;Adam Su?ac;Kroatien;5;0;0;
643;24;5;Konstantin Engel;Kasachstan;0;0;0;
644;24;34;Simon Haubrock;Deutschland;0;0;0;
645;24;16;Thomas Konrad;Deutschland;0;0;0;
646;24;18;Maurice Trapp;Deutschland;0;0;0;
647;24;6;Moritz Heyer;Deutschland;18;3;0;
648;24;23;David Blacha;Deutschland;17;2;0;
649;24;8;Ulrich Taffertshofer;Deutschland;17;0;1;
650;24;10;Anas Ouahim;Marokko;14;2;0;
651;24;31;Niklas Schmidt;Deutschland;11;3;1;
652;24;25;Sven Köhler;Deutschland;10;0;0;
653;24;4;Lukas Gugganig;Österreich;9;0;0;
654;24;29;Bryan Henning;Deutschland;8;2;1;
655;24;11;Nico Granatowski;Deutschland;5;0;0;
656;24;2;Manuel Farrona-Pulido;Deutschland;3;0;0;
657;24;24;Alexander Riemann;Deutschland;0;0;0;
658;24;;Daniel Thioune;Deutschland;0;0;0;
659;24;9;Marcos Alvarez;Deutschland;17;8;0;
660;24;20;Marc Heider;Unbekannt;17;0;2;
661;24;14;Etienne Amenyido;Deutschland;11;1;0;
662;24;30;Benjamin Girth;Deutschland;8;0;0;
663;24;28;Kevin Friesenbichler;Österreich;6;0;0;
664;25;1;Alexander Meyer;Deutschland;18;0;1;
665;25;33;André Weis;Deutschland;0;0;0;
666;25;36;Chima Okoroji;England;18;1;2;
667;25;14;Marcel Correia;Deutschland;16;0;0;
668;25;6;Benedikt Saller;Deutschland;13;1;2;
669;25;5;Benedikt Gimber;Deutschland;10;0;0;
670;25;34;Tim Knipping;Deutschland;6;1;0;
671;25;17;Oliver Hein;Deutschland;5;0;1;
672;25;3;Alexander Nandzik;Deutschland;3;0;0;
673;25;22;Sebastian Stolze;Deutschland;17;4;6;
674;25;7;Max Besuschkow;Deutschland;17;3;1;
675;25;9;Jann George;Deutschland;16;4;2;
676;25;8;Andreas Geipl;Deutschland;10;0;0;
677;25;20;Federico Palacios;Deutschland;7;1;0;
678;25;11;Florian Heister;Deutschland;7;0;0;
679;25;31;Tom Baack;Deutschland;3;1;0;
680;25;18;Marc Lais;Deutschland;2;0;0;
681;25;10;Julian Derstroff;Deutschland;1;0;0;
682;25;15;Marco Grüttner;Deutschland;18;6;2;
683;25;19;Andreas Albers;Dänemark;17;6;2;
684;25;13;Erik Wekesser;Deutschland;14;0;1;
685;25;21;Jan-Marc Schneider;Deutschland;9;2;0;
686;25;23;Nicolas Wähling;Deutschland;2;0;0;
687;26;5;Mergim Mavraj;Albanien;17;0;0;
688;26;3;Maximilian Wittek;Deutschland;14;0;1;
689;26;18;Marco Meyerhöfer;Deutschland;11;0;0;
690;26;23;Paul Jaeckel;Deutschland;7;1;0;
691;26;33;Paul Seguin;Deutschland;16;1;1;
692;26;37;Julian Green;Unbekannt;13;4;0;
693;26;14;Hans Nunoo Sarpei;Ghana;13;0;0;
694;26;40;Jamie Leweling;Deutschland;10;2;1;
695;26;27;Kenny Prince Redondo;Deutschland;6;0;0;
696;26;;Stefan Leitl;Deutschland;0;0;0;
697;26;16;Havard Nielsen;Norwegen;18;2;2;
698;26;10;Daniel Keita-Ruel;Frankreich;17;5;2;
699;26;17;Branimir Hrgota;Schweden;16;8;1;
700;26;34;Marvin Stefaniak;Deutschland;11;0;1;
701;26;9;Shawn Parker;Deutschland;0;0;0;
702;27;1;Martin Fraisl;Österreich;18;0;0;
703;27;15;Philipp Heerwagen;Deutschland;0;0;0;
704;27;2;Aleksandr Schirow;Russland;18;1;0;
705;27;18;Dennis Diekmeier;Deutschland;18;0;0;
706;27;22;Gerrit Nauber;Deutschland;18;0;0;
707;27;19;Leart Paqarada;Kosovo;17;0;4;
708;27;30;Sören Dieckmann;Deutschland;1;0;0;
709;27;39;Roman Hauk;Deutschland;0;0;0;
710;27;23;Markus Karl;Deutschland;0;0;0;
711;27;24;Philipp Klingmann;Deutschland;0;0;0;
712;27;4;Jesper Verlaat;Niederlande;0;0;0;
713;27;7;Philip Türpitz;Deutschland;15;1;0;
714;27;6;Denis Linsmayer;Deutschland;15;0;0;
715;27;27;Robin Scheu;Deutschland;13;1;1;
716;27;5;Marlon Frey;Deutschland;11;0;0;
717;27;17;Erik Zenga;Deutschland;10;1;0;
718;27;29;Ivan Paurevic;Kroatien;10;0;0;
719;27;26;Besar Halimi;Kosovo;8;1;0;
720;27;20;Emanuel Taffertshofer;Deutschland;4;0;0;
721;27;21;Enrique Peña Zauner;Venezuela;2;0;0;
722;27;25;Felix Müller;Deutschland;0;0;0;
723;27;16;Kevin Behrens;Deutschland;18;7;2;
724;27;8;Mario Engels;Deutschland;14;2;2;
725;27;11;Aziz Bouhaddouz;Marokko;12;6;1;
726;27;10;Julius Biada;Deutschland;10;0;0;
727;27;9;Rúrik Gislason;Island;10;0;0;
728;27;;Uwe Koschinat;Deutschland;0;0;0;
729;28;30;Ioannis Gelios;Griechenland;10;0;0;
730;28;24;Hauke Wahl;Deutschland;18;0;2;
731;28;15;Johannes Van den Bergh;Deutschland;15;0;3;
732;28;3;Dominik Schmidt;Deutschland;13;0;1;
733;28;25;Phil Neumann;Deutschland;13;0;0;
734;28;22;Aleksandar Ignjovski;Serbien;9;0;0;
735;28;6;Darko Todorovic;Bosnien-Herzegowina;6;0;0;
736;28;2;Young-Jae Seo;Republik Korea (Südkorea);4;0;0;
737;28;20;Jannik Dehm;Deutschland;0;0;0;
738;28;7;Lee Jae Sung;Republik Korea (Südkorea);18;6;2;
739;28;8;Alexander Mühling;Deutschland;17;3;2;
740;28;13;Salih Özcan;Deutschland;15;3;4;
741;28;26;Jonas Meffert;Deutschland;15;1;1;
742;28;10;David Atanga;Ghana;10;0;3;
743;28;9;Salim Khelifi;Schweiz;7;0;0;
744;28;16;Philipp Sander;Deutschland;2;0;0;
745;28;23;Janni Serra;Deutschland;16;6;3;
746;28;17;Makana Baku;Deutschland;15;4;1;
747;28;19;Emmanuel Iyoha;Deutschland;13;5;0;
748;28;18;Lion Lauberbach;Deutschland;10;0;0;
749;28;27;Finn Porath;Deutschland;5;0;0;
750;28;11;Daniel Hanslik;Deutschland;1;0;0;
751;29;30;Robin Himmelmann;Deutschland;18;0;0;
752;29;33;Svend Brodersen;Deutschland;0;0;0;
753;29;1;Leon Schmidt;Deutschland;0;0;0;
754;29;5;Marvin Knoll;Deutschland;15;0;0;
755;29;15;Daniel Buballa;Deutschland;14;0;0;
756;29;3;Leo Ostigard;Norwegen;13;0;0;
757;29;21;Jamie Lawrence;England;8;1;0;
758;29;27;Jan-Philipp Kalla;Deutschland;7;0;0;
759;29;17;Matthew Penney;England;7;0;0;
760;29;38;Florian Carstens;Deutschland;4;0;0;
761;29;8;Marc Hornschuh;Deutschland;2;0;0;
762;29;34;Mert Kuyucu;Deutschland;2;0;0;
763;29;20;Ih-yeong Park;Republik Korea (Südkorea);1;0;0;
764;29;42;Marvin Senger;Deutschland;0;0;0;
765;29;28;Waldemar Sobota;Polen;13;2;2;
766;29;43;Sebastian Ohlsson;Schweden;9;0;0;
767;29;32;Christian Joe Conteh;Deutschland;7;2;1;
768;29;7;Kevin Lankford;Deutschland;6;0;1;
769;29;23;Johannes Flum;Deutschland;4;0;0;
770;29;44;Youba Diarra;Mali;3;0;0;
771;29;31;Ersin Zehir;Deutschland;2;0;0;
772;29;26;Rico Benatelli;Deutschland;1;0;0;
773;29;9;Viktor Gyökeres;Schweden;11;5;2;
774;29;18;Dimitris Diamantakos;Griechenland;10;6;1;
775;29;29;Serkan Dursun;Deutschland;0;0;0;
776;29;35;Aurel Loubongo-M`Boungou;Deutschland;0;0;0;
777;29;;Jos Luhukay;Niederlande;0;0;0;
778;29;1;L. Schmidt;Unbekannt;0;0;0;
779;30;1;Marcel Schuhen;Deutschland;10;0;0;
780;30;31;Florian Stritzel;Deutschland;8;0;0;
781;30;24;Igor Berezovsky;Ukraine;0;0;0;
782;30;13;Carl Klaus;Deutschland;0;0;0;
783;30;38;Carl Leonhard;Deutschland;0;0;0;
784;30;35;Dario Dumic;Bosnien-Herzegowina;18;3;0;
785;30;21;Immanuel Höhn;Deutschland;18;1;1;
786;30;32;Fabian Holland;Deutschland;18;0;2;
787;30;37;Patrick Herrmann;Deutschland;16;0;0;
788;30;2;Mandela Egbo;England;5;0;0;
789;30;5;Patric Pfeiffer;Deutschland;2;0;0;
790;30;15;Mathias Wittek;Deutschland;2;0;0;
791;30;3;Sebastian Hertner;Deutschland;0;0;0;
792;30;;Nicolai Rapp;Deutschland;0;0;0;
793;30;27;Tim Skarke;Deutschland;18;2;0;
794;30;6;Marvin Mehlem;Deutschland;18;0;2;
795;30;4;Victor Pálsson;Island;15;2;0;
796;30;20;Marcel Heller;Deutschland;15;1;0;
797;30;25;Yannick Stark;Deutschland;13;0;1;
798;30;;Seung-Ho Paik;Republik Korea (Südkorea);13;0;0;
799;30;11;Tobias Kempe;Deutschland;12;3;2;
800;30;8;Fabian Schnellhardt;Deutschland;10;0;1;
801;30;18;Mathias Honsak;Österreich;10;0;0;
802;30;;Dimitris Grammozis;Griechenland;0;0;0;
803;30;33;Braydon Manu;Deutschland;0;0;0;
804;30;34;Leon Müller;Deutschland;0;0;0;
805;30;19;Serdar Dursun;Türkei;18;7;1;
806;30;40;Erich Berko;Deutschland;7;0;0;
807;30;22;Ognjen Ozegovic;Serbien;5;0;1;
808;30;9;Johannes Wurtz;Deutschland;1;0;0;
809;30;7;Felix Platte;Deutschland;0;0;0;
810;31;1;Ron-Robert Zieler;Deutschland;17;0;0;
811;31;30;Marlon Sundermann;Deutschland;0;0;0;
812;31;31;Waldemar Anton;Deutschland;16;0;0;
813;31;4;Julian Korb;Deutschland;15;1;1;
814;31;3;Miiko Albornoz;Chile;14;0;1;
815;31;28;Marcel Franke;Deutschland;13;0;0;
816;31;2;Josip Elez;Kroatien;12;0;0;
817;31;21;Jannes Horn;Deutschland;9;0;0;
818;31;5;Felipe;Brasilien;5;0;0;
819;31;20;Dennis Aogo;Deutschland;4;0;0;
820;31;24;Sebastian Jung;Deutschland;4;0;0;
821;31;22;Matthias Ostrzolek;Deutschland;4;0;0;
822;31;10;Genki Haraguchi;Japan;17;2;1;
823;31;6;Marvin Bakalorz;Deutschland;14;1;0;
824;31;19;Emil Hansson;Schweden;14;0;1;
825;31;18;Marc Stendera;Deutschland;11;0;2;
826;31;37;Justin Neiß;Deutschland;0;0;0;
827;31;34;Niklas Tarnat;Deutschland;0;0;0;
828;31;17;Marvin Ducksch;Deutschland;17;6;5;
829;31;33;Cedric Teuchert;Deutschland;10;2;2;
830;31;11;Linton Maina;Deutschland;9;1;1;
831;31;16;Sebastian Soto;Unbekannt;1;0;0;
832;31;10;John Guidetti;Schweden;0;0;0;
833;31;;Marco Stefandl;Deutschland;0;0;0;
834;31;;Kenan Kocak;Deutschland;0;0;0;
835;31;;Asif Saric;Bosnien-Herzegowina;0;0;0;
836;32;1;Manuel Riemann;Deutschland;18;0;0;
837;32;25;Patrick Drewes;Deutschland;0;0;0;
838;32;34;Paul Grave;Deutschland;0;0;0;
839;32;5;Saulo Decarli;Schweiz;16;1;0;
840;32;3;Danilo Soares;Brasilien;16;1;0;
841;32;4;Simon Lorenz;Deutschland;15;1;0;
842;32;2;Cristian Gamboa;Costa Rica;11;1;1;
843;32;6;Jordi Osei-Tutu;England;9;1;0;
844;32;37;Armel Bella-Kotchap;Deutschland;8;0;0;
845;32;21;Stefano Celozzi;Deutschland;5;0;0;
846;32;19;Patrick Fabian;Deutschland;0;0;0;
847;32;15;Maxwell Gyamfi;Deutschland;0;0;0;
848;32;38;Stylianos Kokovas;Griechenland;0;0;0;
849;32;29;Maxim Leitsch;Deutschland;0;0;0;
850;32;33;Moritz Römling;Deutschland;0;0;0;
851;32;8;Anthony Losilla;Frankreich;17;3;0;
852;32;20;Vitaly Janelt;Deutschland;12;0;0;
853;32;11;Chung-Yong Lee;Republik Korea (Südkorea);11;0;0;
854;32;7;Sebastian Maier;Deutschland;9;0;2;
855;32;23;Robert Tesche;Deutschland;9;0;1;
856;32;10;Thomas Eisfeld;Deutschland;5;0;0;
857;32;26;Görkem Sa?lam;Deutschland;0;0;0;
858;32;;Robert ?ulj;Österreich;0;0;0;
859;32;17;Danny Blum;Deutschland;18;6;7;
860;32;35;Silvère Ganvoula;Kongo;16;10;3;
861;32;9;Simon Zoller;Deutschland;15;4;2;
862;32;27;Milo? Pantovic;Serbien;11;0;1;
863;32;18;Manuel Wintzheimer;Deutschland;10;2;0;
864;32;14;Tom Weilandt;Deutschland;10;0;0;
865;32;28;Ulrich Bapoh;Deutschland;4;1;0;
866;33;1;Benjamin Uphoff;Deutschland;18;0;0;
867;33;35;Marius Gersbeck;Deutschland;0;0;0;
868;33;28;Sven Müller;Deutschland;0;0;0;
869;33;29;Mario Schragl;Österreich;0;0;0;
870;33;3;Daniel Gordon;Jamaika;18;3;1;
871;33;5;David Pisot;Deutschland;18;0;0;
872;33;21;Marco Thiede;Deutschland;18;0;0;
873;33;6;Damian Roßbach;Deutschland;14;0;1;
874;33;22;Christoph Kobald;Österreich;7;0;0;
875;33;23;Dirk Carlson;Luxemburg;6;0;1;
876;33;10;Marvin Wanitzek;Deutschland;18;3;7;
877;33;4;Lukas Fröde;Deutschland;16;0;0;
878;33;8;Manuel Stiefler;Deutschland;15;3;1;
879;33;27;Lukas Grozurek;Österreich;11;1;1;
880;33;37;Kyoung-rok Choi;Republik Korea (Südkorea);7;1;0;
881;33;20;Alexander Groiß;Deutschland;3;0;0;
882;33;20;Jerôme Gondorf;Deutschland;0;0;0;
883;33;25;Janis Hanek;Deutschland;0;0;0;
884;33;18;Justin Möbius;Deutschland;0;0;0;
885;33;11;Martin Röser;Deutschland;0;0;0;
886;33;33;Philipp Hofmann;Deutschland;18;10;2;
887;33;9;Marvin Pourié;Deutschland;16;2;1;
888;33;30;Anton Fink;Deutschland;12;3;1;
889;33;17;Marco Djuricin;Österreich;6;0;0;
890;33;19;Dominik Kother;Deutschland;1;0;0;
891;33;14;Saliou Sané;Deutschland;1;0;0;
892;33;31;Malik Batmaz;Türkei;0;0;0;
893;33;;Alois Schwartz;Deutschland;0;0;0;
894;34;26;Christian Mathenia;Deutschland;9;0;0;
895;34;21;Felix Dornebusch;Deutschland;5;0;0;
896;34;30;Andreas Lukse;Österreich;2;0;0;
897;34;34;Benedikt Willert;Deutschland;2;0;0;
898;34;;Jonas Wendlinger;Österreich;0;0;0;
899;34;4;Asger Sörensen;Dänemark;15;4;0;
900;34;22;Enrico Valentini;Italien;13;0;0;
901;34;6;Tim Handwerker;Deutschland;12;0;2;
902;34;28;Lukas Mühl;Deutschland;12;0;1;
903;34;25;Oliver Sorg;Deutschland;11;0;2;
904;34;33;Georg Margreitter;Österreich;7;2;0;
905;34;15;Fabian Nürnberger;Deutschland;5;0;0;
906;34;;Ekin Celebi;Deutschland;0;0;0;
907;34;;Philip Heise;Deutschland;0;0;0;
908;34;;Konstantinos Mavropanos;Griechenland;0;0;0;
909;34;18;Hanno Behrens;Deutschland;18;3;3;
910;34;8;Nikola Dovedan;Österreich;17;2;2;
911;34;5;Johannes Geis;Deutschland;16;5;5;
912;34;40;Iuri Medeiros;Portugal;9;0;0;
913;34;29;Patrick Erras;Deutschland;8;0;0;
914;34;16;Adam Gnezda Cerin;Slowenien;3;0;0;
915;34;31;Ond?ej Petrák;Tschechien;3;0;0;
916;34;38;Lukas Schleimer;Deutschland;0;0;0;
917;34;17;Robin Hack;Deutschland;17;6;1;
918;34;14;Michael Frey;Schweiz;15;3;1;
919;34;7;Felix Lohkemper;Deutschland;9;0;1;
920;34;9;Mikael Ishak;Schweden;6;0;0;
921;34;23;Fabian Schleusener;Deutschland;5;0;1;
922;34;24;Virgil Misidjan;Niederlande;0;0;0;
923;34;;Jens Keller;Deutschland;0;0;0;
924;35;1;Lukas Watkowiak;Deutschland;10;0;0;
925;35;34;Heinz Lindner;Österreich;8;0;0;
926;35;29;Jan-Christoph Bartels;Deutschland;1;0;0;
927;35;25;Jan Albrecht;Deutschland;0;0;0;
928;35;31;Arthur Lyska;Deutschland;0;0;0;
929;35;30;Marjan Petkovic;Deutschland;0;0;0;
930;35;4;Sascha Mockenhaupt;Deutschland;17;0;1;
931;35;16;Niklas Dams;Deutschland;15;1;0;
932;35;19;Michel Niemeyer;Deutschland;14;0;1;
933;35;20;Moritz Kuhn;Deutschland;13;0;1;
934;35;13;Jakov Medic;Kroatien;10;0;0;
935;35;5;Benedikt Röcker;Deutschland;7;0;0;
936;35;28;Gökhan Gül;Deutschland;5;0;0;
937;35;2;Dominik Franke;Deutschland;4;0;0;
938;35;3;Tobias Missner;Deutschland;0;0;0;
939;35;33;Marc Wachs;Deutschland;0;0;0;
940;35;7;Maximilian Dittgen;Deutschland;18;2;1;
941;35;10;Sebastian Mrowca;Polen;14;0;1;
942;35;17;Daniel-Kofi Kyereh;Deutschland;13;3;1;
943;35;24;Jeremias Lorch;Deutschland;12;0;0;
944;35;15;Paterson Chato;Deutschland;11;0;0;
945;35;22;Marvin Ajani;Deutschland;10;0;1;
946;35;26;Marcel Titsch-Rivero;Deutschland;10;0;0;
947;35;6;Tobias Schwede;Deutschland;9;0;1;
948;35;11;Nicklas Shipnoski;Deutschland;9;0;0;
949;35;27;Michael Guthörl;Deutschland;2;0;0;
950;35;;Sidney Friede;Deutschland;0;0;0;
951;35;40;Giona Leibold;Deutschland;0;0;0;
952;35;;Rüdiger Rehm;Deutschland;0;0;0;
953;35;21;Patrick Schönfeld;Deutschland;0;0;0;
954;35;14;Jules Schwadorf;Deutschland;0;0;0;
955;35;18;Jan Vogel;Deutschland;0;0;0;
956;35;9;Manuel Schäffler;Deutschland;17;12;0;
957;35;39;Törles Knöll;Deutschland;9;2;0;
958;35;32;Stefan Aigner;Deutschland;9;0;4;
959;35;8;Phillip Tietz;Deutschland;2;1;1;
960;36;1;Kevin Broll;Deutschland;18;0;0;
961;36;21;Tim Boss;Deutschland;0;0;0;
962;36;24;Patrick Wiegers;Deutschland;0;0;0;
963;36;23;Florian Ballas;Deutschland;14;2;0;
964;36;39;Kevin Ehlers;Deutschland;13;0;0;
965;36;2;Linus Wahlqvist;Schweden;12;0;1;
966;36;15;Chris Löwe;Deutschland;11;0;2;
967;36;7;Niklas Kreuzer;Deutschland;10;1;0;
968;36;31;Brian Hamalainen;Dänemark;9;0;0;
969;36;28;Baris Atik;Türkei;17;0;2;
970;36;5;D?enis Burnic;Deutschland;16;0;0;
971;36;4;Jannis Nikolaou;Deutschland;15;2;0;
972;36;17;René Klingenburg;Deutschland;14;0;0;
973;36;20;Patrick Ebert;Deutschland;12;1;0;
974;36;29;Sascha Horvath;Österreich;11;1;2;
975;36;36;Max Kulke;Deutschland;6;0;0;
976;36;30;Matthäus Taferner;Österreich;4;0;1;
977;36;22;Patrick Möschl;Österreich;4;0;0;
978;36;34;Justin Löwe;Deutschland;1;0;0;
979;36;10;Marco Terrazzino;Deutschland;0;0;0;
980;36;14;Moussa Koné;Senegal;16;6;1;
981;36;11;Alexander Jeremejeff;Schweden;13;4;2;
