Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
982;36;37;Luka Stor;Slowenien;11;0;2;
983;36;35;Ransford Konigsdorffer;Deutschland;1;0;0;
984;36;19;Simon Gollnack;Deutschland;0;0;0;
985;36;;Markus Kauczinski;Deutschland;0;0;0;
986;36;;Heiko Scholz;Deutschland;0;0;0;
987;37;1;Leo Weinkauf;Deutschland;20;0;0;
988;37;22;Jonas Brendieck;Deutschland;0;0;0;
989;37;30;Steven Deana;Schweiz;0;0;0;
990;37;17;Arne Sicker;Deutschland;18;1;4;
991;37;23;Joshua Bitter;Deutschland;18;0;2;
992;37;33;Lukas Boeder;Deutschland;17;0;0;
993;37;5;Marvin Compper;Deutschland;13;0;0;
994;37;26;Vincent Gembalies;Deutschland;8;0;0;
995;37;2;Florian Brügmann;Deutschland;6;0;0;
996;37;8;Migel-Max Schmeling;Deutschland;3;0;1;
997;37;29;Sebastian Neumann;Deutschland;1;0;0;
998;37;20;Leroy-Jacques Mickels;Deutschland;20;4;3;
999;37;10;Moritz Stoppelkamp;Deutschland;19;11;6;
1000;37;13;Lukas Daschner;Deutschland;19;8;5;
1001;37;14;Tim Albutat;Deutschland;18;2;2;
1002;37;28;Yassin Ben Balla;Frankreich;16;1;0;
1003;37;7;Lukas Scepanik;Deutschland;9;2;0;
1004;37;11;Arnold Budimbu;Deutschland;8;0;0;
1005;37;21;Maximilian Jansen;Deutschland;8;0;0;
1006;37;6;Connor Krempicki;Deutschland;6;1;0;
1007;37;;Joe Gyau;Unbekannt;0;0;0;
1008;37;;Torsten Lieberknecht;Deutschland;0;0;0;
1009;37;24;Vincent Vermeij;Niederlande;20;8;2;
1010;37;25;Petar Sliskovic;Kroatien;16;0;0;
1011;37;19;Sinan Karweina;Deutschland;5;0;0;
1012;37;35;Cem Sabanci;Deutschland;0;0;0;
1013;38;;Lukas Schellenberg;Deutschland;0;0;0;
1014;38;19;Marcel Gaus;Deutschland;19;4;0;
1015;38;16;Peter Kurzweg;Deutschland;17;0;3;
1016;38;5;Nico Antonitsch;Österreich;13;1;0;
1017;38;4;Björn Paulsen;Dänemark;13;0;1;
1018;38;17;Michael Heinloth;Deutschland;11;0;0;
1019;38;38;Gordon Buch;Deutschland;4;0;0;
1020;38;23;Robin Krauße;Deutschland;19;1;2;
1021;38;6;Maximilian Thalhammer;Deutschland;16;2;1;
1022;38;10;Maximilian Beister;Deutschland;15;5;0;
1023;38;14;Caniggia Elva;Kanada;15;2;2;
1024;38;21;Tobias Schröck;Deutschland;11;1;0;
1025;38;27;Thomas Keller;Deutschland;10;1;0;
1026;38;35;Filip Bilbija;Deutschland;10;0;1;
1027;38;8;Maximilian Wolfram;Deutschland;8;1;0;
1028;38;25;Jonatan Kotzke;Deutschland;6;0;1;
1029;38;36;Georgios Pintidis;Deutschland;3;0;0;
1030;38;30;Stefan Kutschke;Deutschland;20;8;3;
1031;38;7;Dennis Eckert;Deutschland;13;9;2;
1032;38;32;Gabriel Weiß;Deutschland;0;0;0;
1033;38;;Jeff Saibene;Luxemburg;0;0;0;
1034;39;1;Timo Königsmann;Deutschland;13;0;0;
1035;39;25;Markus Scholz;Deutschland;6;0;0;
1036;39;24;Miro Varvodic;Kroatien;3;0;0;
1037;39;5;Marcel Seegert;Deutschland;20;4;1;
1038;39;23;Michael Schultz;Deutschland;20;3;0;
1039;39;26;Jan-Hendrik Marx;Deutschland;20;0;2;
1040;39;4;Kevin Conrad;Deutschland;18;2;0;
1041;39;3;Mete Çelik;Türkei;12;0;1;
1042;39;31;Marcel Hofrath;Deutschland;10;0;0;
1043;39;32;Florian Flick;Deutschland;3;0;0;
1044;39;22;Jan Just;Deutschland;0;0;0;
1045;39;6;Marco Schuster;Deutschland;19;1;0;
1046;39;17;Gianluca Korte;Deutschland;18;4;2;
1047;39;8;Dorian Diring;Frankreich;17;4;8;
1048;39;13;Max Christiansen;Deutschland;17;2;0;
1049;39;10;Arianit Ferati;Deutschland;11;1;0;
1050;39;21;Benedict dos Santos;Deutschland;8;0;0;
1051;39;18;Mohamed Gouaida;Tunesien;3;0;0;
1052;39;33;Dennis Franzin;Deutschland;1;0;0;
1053;39;7;Raffael Korte;Deutschland;1;0;0;
1054;39;15;Silas Schwarz;Deutschland;1;0;0;
1055;39;13;Max Christiansen;Deutschland;0;0;0;
1056;39;28;Jonas Weik;Deutschland;0;0;0;
1057;39;30;Kevin Koffi;Elfenbeinküste;20;1;0;
1058;39;14;Maurice Deville;Luxemburg;19;4;4;
1059;39;19;Mounir Bouziane;Frankreich;10;3;0;
1060;39;9;Valmir Sulejmani;Kosovo;7;4;1;
1061;39;11;Jesse Weißenfels;Deutschland;0;0;0;
1062;39;;Bernhard Trares;Deutschland;0;0;0;
1063;40;16;Jasmin Fejzic;Bosnien-Herzegowina;19;0;1;
1064;40;1;Marcel Engelhardt;Deutschland;2;0;0;
1065;40;27;Niko Kijewski;Deutschland;20;0;0;
1066;40;5;Benjamin Kessel;Deutschland;19;4;2;
1067;40;40;Robin Ziegele;Deutschland;13;0;0;
1068;40;19;Felix Burmeister;Deutschland;6;0;0;
1069;40;24;Kevin Goden;Deutschland;4;0;0;
1070;40;29;Alfons Amade;Deutschland;3;0;1;
1071;40;3;Lasse Schlüter;Deutschland;0;0;0;
1072;40;10;Martin Kobyla?ski;Polen;18;7;4;
1073;40;23;Danilo Wiebe;Deutschland;18;1;2;
1074;40;7;Bernd Nehrig;Deutschland;11;0;0;
1075;40;39;Patrick Kammerbauer;Deutschland;7;0;0;
1076;40;38;Leon Bürger;Deutschland;0;0;0;
1077;40;8;Stephan Fürstner;Deutschland;0;0;0;
1078;40;15;Marcel Bär;Deutschland;20;4;3;
1079;40;33;Nick Proschwitz;Deutschland;19;4;0;
1080;40;34;Mike Feigenspan;Deutschland;16;4;2;
1081;40;9;Orhan Ademi;Schweiz;10;2;0;
1082;40;11;Leandro Putaro;Deutschland;9;1;0;
1083;40;22;Manuel Schwenk;Deutschland;9;1;0;
1084;40;;Marco Antwerpen;Deutschland;0;0;0;
1085;40;;Christian Flüthmann;Deutschland;0;0;0;
1086;41;1;Nico Mantl;Deutschland;19;0;0;
1087;41;22;Steve Kroll;Deutschland;1;0;0;
1088;41;34;Michael Gurski;Deutschland;0;0;0;
1089;41;4;Alexander Winkler;Deutschland;19;2;0;
1090;41;15;Christoph Greger;Deutschland;19;1;0;
1091;41;8;Max Dombrowka;Deutschland;16;0;0;
1092;41;25;Paul Grauschopf;Deutschland;11;1;0;
1093;41;23;Markus Schwabl;Deutschland;10;0;1;
1094;41;33;Christoph Ehlich;Deutschland;7;1;0;
1095;41;17;Jannik Bandowski;Deutschland;7;0;0;
1096;41;3;Thomas Hagn;Deutschland;3;0;0;
1097;41;6;Marc Endres;Deutschland;2;0;0;
1098;41;10;Lucas Hufnagel;Georgien;19;1;2;
1099;41;20;Dominik Stahl;Deutschland;19;1;0;
1100;41;27;Moritz Heinrich;Deutschland;18;7;1;
1101;41;13;Jim-Patrick Müller;Deutschland;14;2;1;
1102;41;26;Niclas Stierlin;Deutschland;13;1;0;
1103;41;19;Maximilian Krauß;Deutschland;5;0;0;
1104;41;16;Stephan Mensah;Deutschland;1;0;0;
1105;41;18;Niclas Anspach;Deutschland;0;0;0;
1106;41;24;Alexander Kaltner;Deutschland;0;0;0;
1107;41;29;Felix Schröter;Deutschland;17;5;0;
1108;41;7;Dominik Stroh-Engel;Deutschland;14;3;0;
1109;41;21;Sascha Bigalke;Deutschland;13;1;4;
1110;41;9;Stephan Hain;Deutschland;13;0;0;
1111;41;11;Florian Dietz;Deutschland;9;0;0;
1112;41;;Claus Schromm;Deutschland;0;0;0;
1113;42;1;Kai Eisele;Deutschland;20;0;0;
1114;42;32;Tom Müller;Deutschland;0;0;0;
1115;42;31;Niklas Landgraf;Deutschland;19;0;0;
1116;42;5;Jannes Vollert;Deutschland;18;0;0;
1117;42;6;Toni Lindenhahn;Deutschland;8;0;0;
1118;42;3;Niklas Kastenhofer;Deutschland;7;0;0;
1119;42;2;Tobias Schilk;Deutschland;4;0;0;
1120;42;27;Nick Galle;Deutschland;2;0;0;
1121;42;17;Erik Henschel;Deutschland;0;0;0;
1122;42;7;Bentley Baxter Bahn;Deutschland;19;4;2;
1123;42;25;Björn Jopek;Deutschland;19;2;2;
1124;42;24;Julian Guttau;Deutschland;19;2;0;
1125;42;44;Patrick Göbel;Deutschland;17;3;1;
1126;42;8;Antonios Papadopoulos;Deutschland;11;0;2;
1127;42;21;Jan Washausen;Deutschland;9;0;1;
1128;42;16;Dennis Mast;Deutschland;7;0;0;
1129;42;;Torsten Ziegner;Deutschland;0;0;0;
1130;42;33;Jonas Nietfeld;Deutschland;20;3;4;
1131;42;9;Pascal Sohm;Deutschland;18;7;3;
1132;42;18;Felix Drinkuth;Deutschland;18;2;1;
1133;42;13;Terrence Boyd;Unbekannt;17;10;3;
1134;42;26;Sebastian Mai;Deutschland;14;1;0;
1135;42;20;Florian Hansch;Deutschland;9;0;0;
1136;42;10;Mathias Fetsch;Deutschland;3;0;0;
1137;43;32;Erik Domaschke;Deutschland;18;0;0;
1138;43;12;Matthis Harsmann;Deutschland;3;0;0;
1139;43;1;Jeroen Gies;Deutschland;0;0;0;
1140;43;7;Hassan Amin;Afghanistan;18;3;0;
1141;43;6;Marco Komenda;Deutschland;18;0;1;
1142;43;4;Yannick Osée;Deutschland;8;0;0;
1143;43;3;Janik Jesgarzewski;Deutschland;2;0;0;
1144;43;27;David Vrzogic;Deutschland;0;0;0;
1145;43;15;Markus Ballmert;Deutschland;20;1;0;
1146;43;16;Florian Egerer;Deutschland;19;1;0;
1147;43;22;Steffen Puttkammer;Deutschland;17;2;1;
1148;43;14;Willi Evseev;Deutschland;16;1;2;
1149;43;20;Marius Kleinsorge;Deutschland;15;4;2;
1150;43;10;Luka Tankulic;Deutschland;15;3;0;
1151;43;19;Valdet Rama;Albanien;12;4;0;
1152;43;11;Marcus Piossek;Polen;10;2;1;
1153;43;8;Thilo Leugers;Deutschland;8;1;1;
1154;43;17;Max Kremer;Deutschland;8;0;0;
1155;43;21;Leonard Bredol;Deutschland;3;0;0;
1156;43;25;Nicolas Andermatt;Schweiz;2;0;0;
1157;43;30;Ted Tattermusch;Deutschland;2;0;0;
1158;43;9;Deniz Undav;Deutschland;19;12;4;
1159;43;18;René Guder;Deutschland;16;2;1;
1160;43;26;Julius Düker;Deutschland;16;2;0;
1161;43;29;Hilal El-Helwe;Libanon;13;1;0;
1162;43;;Christian Neidhart;Deutschland;0;0;0;
1163;44;1;Lukas Königshofer;Österreich;20;0;0;
1164;44;33;Philipp Bachmeier;Deutschland;0;0;0;
1165;44;27;Robin Udegbe;Deutschland;0;0;0;
1166;44;17;Rene Vollath;Deutschland;0;0;0;
1167;44;5;Assani Lukimya;Kongo;18;2;0;
1168;44;7;Christian Dorda;Deutschland;16;1;0;
1169;44;15;Alexander Bittroff;Deutschland;16;0;0;
1170;44;6;Kevin Großkreutz;Deutschland;7;0;1;
1171;44;32;Dominic Maroh;Slowenien;5;1;0;
1172;44;24;Oliver Steurer;Deutschland;5;0;0;
1173;44;12;Hakim Guenouche;Frankreich;3;0;0;
1174;44;21;Jean-Manuel Mbom;Deutschland;19;1;0;
1175;44;22;Boubacar Barry;Deutschland;16;0;0;
1176;44;28;Manuel Konrad;Deutschland;15;0;0;
1177;44;4;Jan Kirchhoff;Deutschland;13;1;1;
1178;44;10;Patrick Pflücke;Deutschland;13;1;1;
1179;44;31;Adam Matuschyk;Polen;10;1;0;
1180;44;3;Selim Gündüz;Türkei;9;0;1;
1181;44;30;Dennis Daube;Deutschland;4;0;0;
1182;44;14;Necirwan Khalil Mohammad;Syrien;0;0;0;
1183;44;11;Roberto Rodriguez;Schweiz;18;2;5;
1184;44;18;Franck Evina;Deutschland;17;4;1;
1185;44;9;Tom Boere;Niederlande;13;8;0;
1186;44;8;Christian Kinsombi;Deutschland;9;0;0;
1187;44;35;Osayamen Osawe;England;8;0;0;
1188;44;23;Tobias Rühle;Deutschland;7;0;1;
1189;44;20;Ali Ibrahimaj;Deutschland;5;0;0;
1190;44;19;Adriano Grimaldi;Italien;4;0;0;
1191;44;36;Niklas Zaß;Deutschland;0;0;0;
1192;45;1;Lennart Grill;Deutschland;20;0;0;
1193;45;31;Lorenz Otto;Deutschland;0;0;0;
1194;45;30;Avdo Spahic;Bosnien-Herzegowina;0;0;0;
1195;45;13;Jonas-Janko Weyand;Deutschland;0;0;0;
1196;45;20;Dominik Schad;Deutschland;19;0;1;
1197;45;23;Philipp Hercher;Deutschland;15;1;0;
1198;45;5;Kevin Kraus;Deutschland;15;1;0;
1199;45;4;José-Junior Matuwila;Angola;10;0;1;
1200;45;3;Janek Sternberg;Deutschland;6;0;0;
1201;45;28;Lukas Gottwalt;Deutschland;2;0;0;
1202;45;29;Flavius Botiseriu;Deutschland;0;0;0;
1203;45;39;Leon Hotopp;Deutschland;0;0;0;
1204;45;26;Janik Bachmann;Deutschland;18;1;0;
1205;45;10;Simon Skarlatidis;Deutschland;13;3;0;
1206;45;8;Gino Fechner;Deutschland;12;1;0;
1207;45;7;Manfred Starke;Namibia;12;0;4;
1208;45;38;Antonio Jonjic;Deutschland;6;0;0;
1209;45;16;Theodor Bergmann;Deutschland;1;0;0;
1210;45;27;Mohamed Morabet;Deutschland;1;0;0;
1211;45;36;Anas Bakhat;Deutschland;0;0;0;
1212;45;34;Constantin Fath;Deutschland;0;0;0;
1213;45;32;Anil Gözütok;Deutschland;0;0;0;
1214;45;11;Florian Pick;Deutschland;20;11;1;
1215;45;9;Timmy Thiele;Deutschland;19;7;1;
1216;45;24;Christian Kühlwetter;Deutschland;18;7;4;
1217;45;17;Christoph Hemlein;Deutschland;12;1;0;
1218;45;18;Lucas Röser;Deutschland;12;0;0;
1219;45;21;Hendrick Zuck;Deutschland;7;0;0;
1220;45;19;Andri Rúnar Bjarnason;Island;6;0;0;
1221;45;14;Dylan Esmel;Deutschland;0;0;0;
1222;45;33;Lukas Spalvis;Litauen;0;0;0;
1223;46;1;Marco Hiller;Deutschland;7;0;0;
1224;46;40;Tom Kretzschmar;Deutschland;0;0;0;
1225;46;17;Daniel Wein;Deutschland;19;0;1;
1226;46;36;Phillipp Steinhart;Deutschland;18;1;1;
1227;46;4;Felix Weber;Deutschland;16;2;0;
1228;46;22;Aaron Berzel;Deutschland;14;1;0;
1229;46;13;Dennis Erdmann;Deutschland;14;0;0;
1230;46;23;Tim Rieder;Deutschland;11;2;0;
1231;46;33;Leon Klassen;Russland;11;1;2;
1232;46;28;Herbert Paul;Deutschland;11;1;0;
1233;46;;Oliver Beer;Deutschland;0;0;0;
1234;46;3;Niklas Lang;Deutschland;0;0;0;
1235;46;6;Marco Metzger;Deutschland;0;0;0;
1236;46;2;Eric Weeger;Deutschland;0;0;0;
1237;46;10;Timo Gebhart;Deutschland;15;1;0;
1238;46;20;Efkan Bekiro?lu;Deutschland;10;3;1;
1239;46;;Daniel Bierofka;Deutschland;0;0;0;
1240;46;5;Quirin Moll;Deutschland;0;0;0;
1241;46;9;Sascha Mölders;Deutschland;20;9;2;
1242;46;25;Marius Willsch;Deutschland;19;0;1;
1243;46;21;Prince-Osei Owusu;Deutschland;12;2;0;
1244;46;7;Stefan Lex;Deutschland;11;2;0;
1245;46;24;Markus Ziereis;Deutschland;11;1;0;
1246;46;11;Fabian Greilinger;Deutschland;9;0;0;
1247;46;19;Noel Niemann;Deutschland;3;0;0;
1248;46;18;Nico Karger;Deutschland;0;0;0;
1249;46;;Michael Köllner;Deutschland;0;0;0;
1250;47;1;Markus Kolke;Deutschland;20;0;0;
1251;47;22;Alexander Sebald;Deutschland;0;0;0;
1252;47;30;Ben Voll;Deutschland;0;0;0;
1253;47;23;Sven Sonnenberg;Deutschland;17;1;0;
1254;47;33;Maximilian Ahlschwede;Deutschland;16;1;0;
1255;47;7;Nico Neidhart;Deutschland;14;1;1;
1256;47;16;Nils Butzen;Deutschland;14;0;0;
1257;47;27;Nico Rieble;Deutschland;11;0;0;
1258;47;3;Julian Riedel;Deutschland;10;0;0;
1259;47;17;Rasmus Thellufsen;Dänemark;9;2;0;
1260;47;15;Adam Straith;Kanada;4;0;0;
1261;47;13;Paul Wiese;Deutschland;0;0;0;
1262;47;10;Korbinian Vollmann;Deutschland;18;1;1;
1263;47;6;Mirnes Pepic;Montenegro;17;0;2;
1264;47;4;Kai Bülow;Deutschland;13;1;0;
1265;47;40;Nik Omladi?;Slowenien;11;3;3;
1266;47;26;Tanju Öztürk;Deutschland;10;1;0;
1267;47;5;Nikolas Nartey;Dänemark;9;1;0;
1268;47;21;Jonas Hildebrandt;Deutschland;8;0;1;
1269;47;39;Pascal Breier;Deutschland;20;9;2;
1270;47;19;Aaron Opoku;Deutschland;18;3;3;
1271;47;18;John Verhoek;Niederlande;12;0;0;
1272;47;11;Marco Königs;Deutschland;9;0;0;
1273;47;8;Elsamed Ramaj;Albanien;5;0;0;
1274;47;29;Osman Atilgan;Deutschland;2;0;0;
1275;47;9;Erik Engelhardt;Deutschland;0;0;0;
1276;47;;Jens Härtel;Deutschland;0;0;0;
1277;48;12;Morten Behrens;Deutschland;12;0;0;
1278;48;1;Alexander Brunst;Deutschland;8;0;0;
1279;48;33;Lukas Bohm;Deutschland;0;0;0;
1280;48;39;Tom Schlitter;Deutschland;0;0;0;
1281;48;8;Thore Jacobsen;Deutschland;19;0;0;
1282;48;2;Dominik Ernst;Deutschland;18;0;5;
1283;48;4;Brian Koglin;Deutschland;16;0;0;
1284;48;9;Marcel Costly;Deutschland;9;0;0;
1285;48;29;Timo Perthel;Deutschland;9;0;0;
1286;48;25;Philipp Harant;Deutschland;4;0;0;
1287;48;3;Dustin Bomheuer;Deutschland;2;0;0;
1288;48;21;Rico Preißinger;Deutschland;18;1;0;
1289;48;22;Manfred Osei Kwadwo;Deutschland;17;2;0;
1290;48;10;Jürgen Gjasula;Albanien;16;0;0;
1291;48;23;Charles-Elie Laprevotte;Frankreich;13;0;2;
1292;48;24;Tarek Chahed;Deutschland;12;2;0;
1293;48;6;Björn Rother;Deutschland;10;2;0;
1294;48;17;Sirlord Conteh;Deutschland;10;0;0;
1295;48;16;Mario Kvesic;Bosnien-Herzegowina;6;0;1;
1296;48;14;Anton Kanther;Deutschland;0;0;0;
1297;48;11;Christian Beck;Deutschland;20;8;3;
1298;48;20;Sören Bertram;Deutschland;20;8;1;
1299;48;7;Anthony Roczen;Deutschland;9;0;0;
1300;48;19;Leon Bell Bell;Kamerun;8;0;0;
1301;48;18;Marvin Temp;Deutschland;0;0;0;
1302;48;;Stefan Krämer;Deutschland;0;0;0;
1303;49;40;Vincent Müller;Deutschland;9;0;0;
1304;49;24;Nico Stephan;Deutschland;0;0;0;
1305;49;22;Daniel Hägele;Deutschland;20;0;0;
1306;49;27;Sebastian Schuppan;Deutschland;19;5;1;
1307;49;21;Luke Hemmerich;Deutschland;18;2;2;
1308;49;34;Frank Ronstadt;Deutschland;15;0;0;
1309;49;38;Robert Herrmann;Deutschland;13;0;2;
1310;49;5;Leroy Kwadwo;Deutschland;12;1;0;
1311;49;14;Hendrik Hansen;Deutschland;11;0;0;
1312;49;26;Lion Schweers;Deutschland;4;0;0;
1313;49;23;Johannes Kraus;Deutschland;0;0;0;
1314;49;;Michael Schiele;Deutschland;0;0;0;
1315;49;7;Fabio Kaufmann;Deutschland;20;5;2;
1316;49;12;Patrick Sontheimer;Deutschland;20;3;0;
1317;49;8;Dave Gnaase;Deutschland;19;2;1;
1318;49;10;Albion Vrenezi;Kosovo;16;5;0;
1319;49;30;Simon Rhein;Deutschland;13;1;1;
1320;49;19;Yassin Ibrahim;Deutschland;3;0;0;
1321;49;25;Dominik Meisel;Deutschland;2;0;0;
1322;49;6;Niklas Zulciak;Deutschland;1;0;0;
1323;49;17;Leonard Langhans;Deutschland;0;0;0;
1324;49;16;Luca Pfeiffer;Deutschland;19;6;2;
1325;49;31;Dominik Widemann;Deutschland;17;2;0;
1326;49;9;Dominic Baumann;Deutschland;8;0;0;
1327;49;20;Patrick Breitkreuz;Deutschland;8;0;0;
1328;49;18;Maximilian Breunig;Deutschland;0;0;0;
1329;49;11;Hüseyin Cakmak;Türkei;0;0;0;
1330;50;1;Johannes Brinkies;Deutschland;20;0;0;
1331;50;29;Matti Kamenz;Deutschland;0;0;0;
1332;50;26;Max Sprang;Deutschland;0;0;0;
1333;50;17;Morris Schröter;Deutschland;19;4;4;
1334;50;5;Maurice Hehne;Deutschland;17;1;0;
1335;50;3;Christopher Handke;Deutschland;17;0;0;
1336;50;2;Marcus Godinho;Kanada;16;0;1;
1337;50;20;René Lange;Deutschland;13;1;2;
1338;50;4;Ali Odabas;Türkei;8;0;0;
1339;50;25;Sascha Härtel;Deutschland;0;0;0;
1340;50;11;Fabio Viteritti;Deutschland;19;5;2;
1341;50;19;Davy Frick;Deutschland;19;0;0;
1342;50;30;Julius Reinhardt;Deutschland;19;0;0;
1343;50;8;Leon Jensen;Deutschland;18;3;0;
1344;50;28;Nils Miatke;Deutschland;13;0;0;
1345;50;23;Marius Hauptmann;Deutschland;12;1;0;
1346;50;7;Janik Mäder;Deutschland;7;0;0;
1347;50;18;Sebastian Wimmer;Österreich;3;0;0;
1348;50;10;Christian Bickel;Deutschland;0;0;0;
1349;50;;Joe Enochs;Unbekannt;0;0;0;
1350;50;13;Mike Könnecke;Deutschland;0;0;0;
1351;50;15;Ronny König;Deutschland;20;6;2;
1352;50;32;Elias Huth;Deutschland;19;8;1;
1353;50;9;Gerrit Wegkamp;Deutschland;18;2;0;
1354;50;21;Denis Jäpel;Deutschland;3;0;0;
1355;51;22;Michael Netolitzky;Deutschland;0;0;0;
1356;51;12;Michael Wagner;Deutschland;0;0;0;
1357;51;15;Lars Lukas Mai;Deutschland;17;1;1;
1358;51;27;Derrick Köhn;Deutschland;13;1;1;
1359;51;4;Josip Stanisic;Deutschland;8;1;0;
1360;51;13;Kilian Senkbeil;Deutschland;5;0;0;
1361;51;43;Flavius Daniliuc;Österreich;4;0;0;
1362;51;2;Mert Yilmaz;Türkei;4;0;0;
1363;51;26;Thomas Rausch;Deutschland;0;0;0;
1364;51;14;Theo Rieg;Deutschland;0;0;0;
1365;51;44;Dennis Waidner;Deutschland;0;0;0;
1366;51;19;Maximilian Welzmüller;Deutschland;16;0;1;
1367;51;33;Marcel Zylla;Polen;13;3;0;
1368;51;29;Timo Kern;Deutschland;13;2;1;
1369;51;8;Jannik Rochelt;Deutschland;13;1;2;
1370;51;11;Maximilian Franzke;Deutschland;1;0;0;
1371;51;38;Angelo Stiller;Deutschland;1;0;0;
1372;51;;Sebastian Hoeneß;Deutschland;0;0;0;
1373;51;17;Timothy Tillmann;Deutschland;0;0;0;
1374;51;18;Maximilian Zaiser;Deutschland;0;0;0;
1375;52;37;Daniel Mesenhöler;Deutschland;12;0;0;
1376;52;1;Sebastian Patzler;Deutschland;8;0;0;
1377;52;13;Mark Depta;Deutschland;0;0;0;
1378;52;36;Dominik Lanius;Deutschland;13;1;0;
1379;52;6;Fabian Holthaus;Deutschland;12;0;0;
1380;52;24;Tobias Willers;Deutschland;12;0;0;
1381;52;28;Patrick Koronkiewicz;Deutschland;10;0;1;
1382;52;14;Steffen Lang;Deutschland;9;0;0;
1383;52;21;Dario De Vita;Deutschland;5;0;0;
1384;52;17;Bernard Kyere;Ghana;4;0;0;
1385;52;3;Sascha Eichmeier;Deutschland;0;0;0;
1386;52;7;Simon Handle;Deutschland;20;7;2;
1387;52;19;Kevin Holzweiler;Deutschland;19;2;4;
1388;52;8;Mike Wunderlich;Deutschland;18;9;4;
1389;52;22;Marcel Gottschling;Deutschland;18;0;2;
1390;52;35;Hamza Saghiri;Deutschland;17;0;1;
1391;52;27;Mart Ristl;Deutschland;16;0;0;
1392;52;10;Andre Dej;Polen;11;0;0;
1393;52;4;Lars Dietz;Deutschland;11;0;0;
1394;52;18;Kai Klefisch;Deutschland;11;0;0;
1395;52;30;Jan-Lukas Funke;Deutschland;7;0;0;
1396;52;11;Richmond Tachie;Deutschland;3;1;0;
1397;52;23;Moritz Fritz;Deutschland;3;0;1;
1398;52;31;Ernesto Carratala Jiménez;Deutschland;2;0;0;
1399;52;25;Timo Hölscher;Deutschland;0;0;0;
1400;52;12;Albert Bunjaku;Kosovo;20;13;1;
1401;52;20;Sven Kreyer;Deutschland;10;0;0;
1402;52;15;Suheyel Najar;Tunesien;5;0;0;
1403;52;;Pavel Dotchev;Bulgarien;0;0;0;
1404;53;1;Jakub Jakubov;Tschechien;20;0;0;
1405;53;30;Sönke Günther;Deutschland;0;0;0;
1406;53;22;Joshua Mroß;Deutschland;0;0;0;
1407;53;25;Sören Reddemann;Deutschland;18;0;2;
1408;53;3;Niklas Hoheneder;Österreich;18;0;0;
1409;53;38;Tobias Müller;Deutschland;15;1;0;
1410;53;20;Pascal Itter;Deutschland;15;0;1;
1411;53;29;Matti Langer;Deutschland;14;3;0;
1412;53;23;Tom Doyle;Neuseeland;6;0;0;
1413;53;13;Clemens Schoppenhauer;Deutschland;4;0;0;
1414;53;5;Kostadin Velkov;Bulgarien;1;0;0;
1415;53;31;Paul Milde;Deutschland;19;0;5;
1416;53;17;Erik Tallig;Deutschland;15;4;0;
1417;53;18;Daniel Bohl;Deutschland;12;1;0;
1418;53;4;Georgi Sarmov;Bulgarien;11;0;0;
1419;53;7;Davud Tuma;Deutschland;10;1;1;
1420;53;28;Pelle Hoppe;Deutschland;7;0;0;
1421;53;14;Tim Campulka;Deutschland;4;0;1;
1422;53;27;Philipp Sturm;Österreich;1;0;0;
1423;53;21;Jakob Gesien;Deutschland;0;0;0;
1424;53;6;Ioannis Karsanidis;Griechenland;0;0;0;
1425;53;32;Tarsis Bonga;Deutschland;20;3;1;
1426;53;16;Rafael García;Deutschland;18;4;4;
1427;53;26;Philipp Hosiner;Österreich;13;9;2;
1428;53;33;Dejan Bozic;Deutschland;13;3;0;
1429;53;19;Nils Blumberg;Deutschland;9;0;0;
1430;53;15;Noah Awuku;Deutschland;7;1;0;
1431;54;1;Maximilian Reule;Deutschland;18;0;0;
1432;54;29;Constantin Frommann;Deutschland;2;0;0;
1433;54;35;David Tobias Nreca-Bisinger;Kosovo;0;0;0;
1434;54;5;Julian Leist;Deutschland;20;3;0;
1435;54;21;Jonas Behounek;Deutschland;17;2;1;
1436;54;25;Kai Gehring;Deutschland;17;2;0;
1437;54;4;Korbinian Burger;Deutschland;11;0;0;
1438;54;2;Niklas Wilson Sommer;Deutschland;9;0;0;
1439;54;30;Dan-Patrick Poggenberg;Deutschland;8;0;0;
1440;54;15;Dennis Slamar;Deutschland;8;0;0;
1441;54;3;Ken Gipson;Deutschland;4;0;0;
1442;54;27;Michael Vitzthum;Deutschland;1;0;0;
1443;54;34;Nicolas Jüllich;Deutschland;17;1;0;
1444;54;6;Sebastian Bösel;Deutschland;16;0;1;
1445;54;19;Marco Hingerl;Deutschland;13;0;0;
1446;54;8;Onur Ünlüçifçi;Deutschland;7;0;1;
1447;54;26;Jamil Dem;Deutschland;6;0;0;
1448;54;24;Charmaine Häusl;Deutschland;4;0;0;
1449;54;10;Joel Gerezgiher;Deutschland;0;0;0;
1450;54;17;Jonas Meiser;Deutschland;0;0;0;
1451;54;28;Dimitry Imbongo;Frankreich;18;3;1;
1452;54;9;Eric Hottmann;Deutschland;18;0;0;
1453;54;13;Kai Brünker;Deutschland;16;3;1;
1454;54;7;Panagiotis Vlachodimos;Griechenland;15;5;2;
1455;54;18;Timo Röttger;Deutschland;13;0;2;
1456;54;11;McKinze Gaines;Unbekannt;11;0;0;
1457;54;22;Dominik Martinovic;Deutschland;10;2;1;
