Spiel_ID;Spieltag;Datum;Uhrzeit;Heim;Gast;Tore_Heim;Tore_Gast;
918;31;2020-03-28;14:00:00;47;48;0;0;
919;31;2020-03-28;14:00:00;42;39;0;0;
920;31;2020-03-29;13:00:00;54;55;0;0;
921;31;2020-03-29;14:00:00;51;50;0;0;
922;31;2020-03-30;19:00:00;52;43;0;0;
923;32;2020-04-03;19:00:00;39;51;0;0;
924;32;2020-04-04;14:00:00;45;53;0;0;
925;32;2020-04-04;14:00:00;56;44;0;0;
926;32;2020-04-04;14:00:00;40;54;0;0;
927;32;2020-04-04;14:00:00;50;41;0;0;
928;32;2020-04-04;14:00:00;43;42;0;0;
929;32;2020-04-04;14:00:00;46;47;0;0;
930;32;2020-04-05;13:00:00;55;38;0;0;
931;32;2020-04-05;14:00:00;48;52;0;0;
932;32;2020-04-06;19:00:00;37;49;0;0;
933;33;2020-04-11;14:00:00;54;50;0;0;
934;33;2020-04-11;14:00:00;41;39;0;0;
935;33;2020-04-11;14:00:00;51;43;0;0;
936;33;2020-04-11;14:00:00;42;48;0;0;
937;33;2020-04-11;14:00:00;52;46;0;0;
938;33;2020-04-11;14:00:00;47;56;0;0;
939;33;2020-04-11;14:00:00;44;37;0;0;
940;33;2020-04-11;14:00:00;49;45;0;0;
941;33;2020-04-11;14:00:00;53;55;0;0;
942;33;2020-04-11;14:00:00;38;40;0;0;
943;34;2020-04-18;14:00:00;37;47;0;0;
944;34;2020-04-18;14:00:00;56;52;0;0;
945;34;2020-04-18;14:00:00;46;42;0;0;
946;34;2020-04-18;14:00:00;48;51;0;0;
947;34;2020-04-18;14:00:00;43;41;0;0;
948;34;2020-04-18;14:00:00;39;54;0;0;
949;34;2020-04-18;14:00:00;50;38;0;0;
950;34;2020-04-18;14:00:00;40;55;0;0;
951;34;2020-04-18;14:00:00;45;44;0;0;
952;34;2020-04-18;14:00:00;49;53;0;0;
953;35;2020-04-25;14:00:00;51;46;0;0;
954;35;2020-04-25;14:00:00;41;48;0;0;
955;35;2020-04-25;14:00:00;54;43;0;0;
956;35;2020-04-25;14:00:00;38;39;0;0;
957;35;2020-04-25;14:00:00;42;56;0;0;
958;35;2020-04-25;14:00:00;52;37;0;0;
959;35;2020-04-25;14:00:00;47;45;0;0;
960;35;2020-04-25;14:00:00;44;49;0;0;
961;35;2020-04-25;14:00:00;53;40;0;0;
962;35;2020-04-25;14:00:00;55;50;0;0;
963;36;2020-05-02;14:00:00;56;51;0;0;
964;36;2020-05-02;14:00:00;37;42;0;0;
965;36;2020-05-02;14:00:00;45;52;0;0;
966;36;2020-05-02;14:00:00;49;47;0;0;
967;36;2020-05-02;14:00:00;46;41;0;0;
968;36;2020-05-02;14:00:00;48;54;0;0;
969;36;2020-05-02;14:00:00;43;38;0;0;
970;36;2020-05-02;14:00:00;39;55;0;0;
971;36;2020-05-02;14:00:00;50;40;0;0;
972;36;2020-05-02;14:00:00;44;53;0;0;
973;37;2020-05-09;13:30:00;54;46;0;0;
974;37;2020-05-09;13:30:00;38;48;0;0;
975;37;2020-05-09;13:30:00;55;43;0;0;
976;37;2020-05-09;13:30:00;40;39;0;0;
977;37;2020-05-09;13:30:00;41;56;0;0;
978;37;2020-05-09;13:30:00;51;37;0;0;
979;37;2020-05-09;13:30:00;42;45;0;0;
980;37;2020-05-09;13:30:00;52;49;0;0;
981;37;2020-05-09;13:30:00;47;44;0;0;
982;37;2020-05-09;13:30:00;50;53;0;0;
983;38;2020-05-16;13:30:00;44;52;0;0;
984;38;2020-05-16;13:30:00;49;42;0;0;
985;38;2020-05-16;13:30:00;45;51;0;0;
986;38;2020-05-16;13:30:00;37;41;0;0;
987;38;2020-05-16;13:30:00;56;54;0;0;
988;38;2020-05-16;13:30:00;46;38;0;0;
989;38;2020-05-16;13:30:00;48;55;0;0;
990;38;2020-05-16;13:30:00;43;40;0;0;
991;38;2020-05-16;13:30:00;39;50;0;0;
992;38;2020-05-16;13:30:00;53;47;0;0;
1021;19;2020-01-24;20:30:00;4;13;0;0;
1022;19;2020-01-25;15:30:00;3;15;0;0;
1023;19;2020-01-25;15:30:00;9;14;0;0;
1024;19;2020-01-25;15:30:00;11;1;0;0;
1025;19;2020-01-25;15:30:00;7;18;0;0;
1026;19;2020-01-25;15:30:00;12;10;0;0;
1027;19;2020-01-25;18:30:00;2;5;0;0;
1028;19;2020-01-26;15:30:00;16;8;0;0;
1029;19;2020-01-26;18:00:00;6;17;0;0;
1030;19;2020-01-28;18:30:00;19;32;0;0;
1031;19;2020-01-28;20:30:00;25;31;0;0;
1032;19;2020-01-28;20:30:00;26;29;0;0;
1033;19;2020-01-28;20:30:00;35;23;0;0;
1034;19;2020-01-29;18:30:00;21;22;0;0;
1035;19;2020-01-29;20:30:00;28;30;0;0;
1036;19;2020-01-29;20:30:00;36;33;0;0;
1037;19;2020-01-29;20:30:00;24;27;0;0;
1038;19;2020-01-30;20:30:00;20;34;0;0;
1039;21;2020-01-24;19:00:00;47;42;0;0;
1040;21;2020-01-25;14:00:00;48;50;0;0;
1041;21;2020-01-25;14:00:00;56;55;0;0;
1042;21;2020-01-25;14:00:00;37;38;0;0;
1043;21;2020-01-25;14:00:00;49;41;0;0;
1044;21;2020-01-25;14:00:00;53;52;0;0;
1045;21;2020-01-25;14:00:00;43;39;0;0;
1046;21;2020-01-26;13:00:00;46;40;0;0;
1047;21;2020-01-26;14:00:00;44;51;0;0;
1048;21;2020-01-27;19:00:00;45;54;0;0;
